unique_id,ds,DT,RF,KNN,LGBl,Ridge,Lasso,Elastic-net,XGB,LGB,y
M1,1994-09-30,2919.0127942149566,2916.9614,2736.55,3449.3386981828276,3014.119182284602,3090.9948315798993,2893.794408207395,3025.221,3625.2003547978084,1560.0
M1,1994-10-31,2919.0127942149566,3255.8745,2622.34,2607.1232193593205,2854.0430891517103,2956.144656759757,2844.0447581164894,3191.9875,3260.145163032142,1440.0
M1,1994-11-30,2919.0127942149566,3214.601,3171.5679999999998,3358.598280281855,3384.6337752470545,3511.938216143228,3320.6206461831634,3579.6562,3507.3240135980986,240.0
M1,1994-12-31,2919.0127942149566,3480.4453,3029.3480000000004,3251.58221539964,3905.621275852282,4052.3750079966376,3782.7218714490264,4597.702,3667.9736234004754,1800.0
M1,1995-01-31,2919.0127942149566,3091.7249,2857.6679999999997,2748.3188960959164,3019.9156479868807,3166.4882881109447,3070.1726072098513,3037.3525,2958.9180719514716,4680.0
M1,1995-02-28,2919.0127942149566,2915.365,2614.4040000000005,2653.6531104006094,2782.1397012027332,2934.7160185936577,2896.1759086518814,3130.1345,2697.3171874452764,1800.0
M1,1995-03-31,2427.3920828374203,2878.6997,2595.68,2909.339355703516,2418.2127050238164,2578.7757673504098,2565.1245415296485,2864.4004,2927.9535547423347,1680.0
M1,1995-04-30,2427.3920828374203,2866.4465,2692.248,2380.2728970246426,2185.0648448675834,2354.981030467365,2352.8980395373933,3183.4622,2625.0813892665524,3720.0
M1,1995-05-31,2919.0127942149566,3163.6838,2409.221,2365.0882811180936,3030.7374875927812,3213.772409741432,3042.8654732798045,3144.252,2899.9975283248596,2160.0
M1,1995-06-30,2427.3920828374203,2827.9956,2135.4770000000003,2324.318086017954,2264.4393894532664,2452.1124277100944,2421.7119760150877,2824.7092,2652.2118653382804,480.0
M1,1995-07-31,2427.3920828374203,2852.8281,2146.9610000000002,2224.865938063901,1958.749244410143,2154.8386800663625,2172.3071001554977,2916.811,2743.529283881776,2040.0
M1,1995-08-31,2919.0127942149566,2897.2861,2525.488,2813.105557185984,2362.9034567873277,2580.8545655157595,2488.6556943874043,2908.3804,2819.510802151296,1440.0
M10,1994-09-30,4708.992691511382,4607.717,4582.56,4551.535136496919,4862.362369749941,4885.088338309746,4785.023515913548,4575.1206,4695.431897273232,4540.0
M10,1994-10-31,4708.992691511382,4631.228,4958.568,4864.208363762817,5000.303536662194,5030.809805008557,4935.924440858314,4739.585,4890.594670662925,2900.0
M10,1994-11-30,4708.992691511382,4696.51,4965.838000000001,5167.397811355917,4870.385503320786,4908.250507272471,4803.0905652263245,4716.609,4882.786454876475,4500.0
M10,1994-12-31,4568.3455192567035,4500.7744,4799.532,5139.431978018403,4703.519658185596,4744.934169158138,4688.508431904316,4533.478,4562.352063355231,3540.0
M10,1995-01-31,4708.992691511382,4713.9194,4945.6116,5197.863416173169,5431.897955066771,5473.947212071776,5297.289300957726,4933.0615,4923.330090656685,3840.0
M10,1995-02-28,4708.992691511382,4782.812,5148.1936,5154.8475721725135,5404.777859023927,5446.108622841456,5299.610145628874,4959.1694,5018.784573972845,4080.0
M10,1995-03-31,4568.3455192567035,4711.573,5015.464800000001,4790.990935729593,4995.856127905045,5034.835251948676,4987.009773692313,4780.878,4801.169873084538,3620.0
M10,1995-04-30,4708.992691511382,4893.0073,5108.6588,5237.498239375105,5124.5723661836255,5169.204251766685,5054.214764679614,4918.6846,4903.599515842355,3820.0
M10,1995-05-31,4708.992691511382,4831.705,4979.893,5068.614904296502,4907.413097307775,4955.566113042996,4833.403601666832,4831.3525,4682.138654811084,4880.0
M10,1995-06-30,4568.3455192567035,4742.17,4129.823,4171.432279929357,4651.041545328132,4698.520406814536,4642.519533955807,4715.2974,4517.692682507361,2800.0
M10,1995-07-31,4708.992691511382,4879.605,4187.4220000000005,4364.301610117053,4801.669226694409,4849.698381677064,4797.484459639279,4863.585,4690.251306378951,3640.0
M10,1995-08-31,4568.3455192567035,4731.8706,4654.1546,4451.6593087164865,4652.979236672583,4704.107033023122,4686.987977812516,4768.7715,4633.258317110714,4100.0
M100,1994-10-31,5263.763290091267,5368.384,5805.6338,5729.555608784703,5506.261170294805,5496.680333155044,5570.310196171927,5652.9565,5602.008554502281,5090.0
M100,1994-11-30,5263.763290091267,5461.8237,5933.81,5978.064369637778,5755.831853789057,5744.390398585887,5802.800192650541,5790.193,5639.742813023482,5520.0
M100,1994-12-31,5263.763290091267,5614.0635,6193.095000000001,6341.463649495417,6205.648134010366,6195.194449366119,6191.994680002132,6053.8696,5876.328766855351,6180.0
M100,1995-01-31,5263.763290091267,6150.085,6074.861000000001,6390.757204452583,6387.067601266879,6368.027384368659,6386.279833943292,6189.008,6034.076485843196,6620.0
M100,1995-02-28,5263.763290091267,6274.7046,6118.49,6185.810323466558,6104.295072955955,6079.903855608207,6176.48444459309,6070.756,5963.5403155703625,5510.0
M100,1995-03-31,5263.763290091267,6066.85,5997.6124,6075.392391735904,5795.579000924275,5768.929474620778,5908.334475324466,6019.846,5898.42074087636,5410.0
M100,1995-04-30,5263.763290091267,6042.8086,5728.724399999999,5832.2088337678315,5577.6493110188685,5549.550671000793,5710.55204870041,5906.0557,5777.720544070343,4810.0
M100,1995-05-31,5263.763290091267,6042.8086,5722.3748,5668.708692618226,5532.540399636179,5503.424443077435,5671.482286550269,5906.1113,5661.555737801958,4840.0
M100,1995-06-30,5263.763290091267,6100.0635,5944.990600000001,5874.05056384059,5685.169358985952,5657.697349150638,5778.854946075807,5985.34,5715.965536358326,5960.0
M100,1995-07-31,5263.763290091267,6149.7197,6023.036999999999,5973.700570126646,5783.367990528783,5756.118736856857,5858.60429536525,6008.71,5784.7223208915275,4860.0
M100,1995-08-31,5263.763290091267,6149.7197,5933.809,5962.2374250443245,5773.591182010233,5745.39667682694,5855.726664645997,5982.18,5836.425222415731,5050.0
M100,1995-09-30,5263.763290091267,6109.2876,5891.666,5918.615925303347,5642.668433815218,5612.04593625324,5758.156203094097,5930.347,5826.134519241914,4360.0
M1000,1993-03-31,4708.992691511382,4627.1865,4632.832,4617.889881210601,4584.46236942699,4609.446590177343,4585.2234647736295,4604.0063,4649.578497969123,4625.6
M1000,1993-04-30,4708.992691511382,4645.311,4644.538,4647.706186244775,4584.300251014413,4619.574178046391,4582.1165796342,4599.6606,4611.2949152109595,4668.2
M1000,1993-05-31,4708.992691511382,4690.1133,4652.504,4677.989109307301,4580.739809913474,4623.833351645422,4578.171607769295,4606.2515,4603.441310231144,4598.0
M1000,1993-06-30,4708.992691511382,4735.1475,4659.682,4698.868530376465,4580.073097164322,4629.719461741668,4576.924824367708,4599.41,4616.261501354976,4619.4
M1000,1993-07-31,4708.992691511382,4770.058,4673.462,4713.417391803086,4585.704622576396,4639.693293859309,4583.277917518175,4602.0527,4589.259375883611,4640.4
M1000,1993-08-31,4708.992691511382,4826.4136,4671.226,4735.30166573844,4604.814589963532,4662.721607060344,4601.815553175242,4613.691,4602.735279983361,4656.0
