unique_id,ds,DT,RF,KNN,LGBl,Ridge,Lasso,Elastic-net,XGB,LGB,y
m1,2022-12-01,7473.161880544075,7356.1147,6429.411394,6882.715337457699,6388.209256996821,6792.588151835341,6774.5521647209025,7157.5392906849065,6790.240199989833,6857.8
m1,2023-01-01,4531.217752181726,4451.845,4298.71802,4741.786825913979,4831.627974236678,4369.009449676086,5304.702572021766,4588.999213566869,4508.762364910953,4346.09
m1,2023-02-01,2123.691167621578,2881.607,3334.6226840000004,3239.3294698823283,3540.509926732165,3091.0192147396037,3939.1523951322665,3404.2670261739318,3339.2987515839664,3154.73
m1,2023-03-01,2123.691167621578,1824.8228,2198.1377620000003,2255.3720858941288,2463.940088680721,2067.844742605074,2734.3481393042894,2346.1363646841646,2381.395474316826,2142.21
m1,2023-04-01,2123.691167621578,2740.5522,1999.370098,2422.915428442918,2471.199554336581,2513.4705277733224,2611.8015994757884,2683.1332950471483,2295.245524880428,2375.725
m1,2023-05-01,2123.691167621578,1787.5615,1918.5238899999997,2106.3468763196515,2167.046384021143,2088.036546096756,2257.0733869472306,2072.2645501131874,2137.661043028524,1981.11
m1,2023-06-01,2123.691167621578,1749.3125,1808.8219919999997,1977.6750916520914,2013.682823494402,2002.9203192788368,2063.9105679767017,1874.6993284129119,1982.183541589525,1959.865
m1,2023-07-01,2123.691167621578,2458.363,1826.0242119999998,2285.6039818646323,2155.8122156307786,2279.7365007268463,2183.4601595860554,2077.66001597279,2257.757742444859,2466.31
m1,2023-08-01,2123.691167621578,2898.017,2577.4069099999997,3024.5257335162273,2796.4910597146927,3156.0421235762883,2833.3153205462963,2713.8948418673695,2784.197112993067,2851.715
m1,2023-09-01,4531.217752181726,3687.4338,3398.368926,3501.0581478915,3077.5071540414774,3359.8188971583477,3172.5377124156385,3069.2636349860363,3287.43352800287,3671.805
m1,2023-10-01,4531.217752181726,4270.144,4531.072534000001,3950.0209795228598,3399.940238032659,3700.1210171479675,3547.1297444068546,3214.405433720087,3959.56928386774,3806.78
m1,2023-11-01,7473.161880544075,7206.898,6173.463589999999,6445.789429358806,5438.617475451822,6453.322289526472,5646.664585218946,5504.535215422655,5812.796786461943,6995.05
m10,2022-12-01,27033.63786213786,26157.11,31841.06,28953.50941417984,28671.79087170818,30470.37771938883,31216.593659869246,29097.5882370784,29028.24583050496,28043.0
m10,2023-01-01,27033.63786213786,27674.943,31575.66,32480.33667826767,29550.568977286828,35442.654332150494,31718.950211164185,30284.572624458982,30594.44011910579,31437.0
m10,2023-02-01,33249.61780104712,33888.184,34953.54,36315.685760205604,33013.998949679444,40441.163175186615,35178.56877707214,33164.8400589296,34924.41528939583,39736.0
m10,2023-03-01,33249.61780104712,35941.566,36439.1,36996.56366901441,34447.23860909007,42595.67496012722,36907.21651623587,34419.57929021691,37575.92276971816,47661.0
m10,2023-04-01,33249.61780104712,41442.918,36577.32,41465.24788515254,38562.97025884691,45935.65962743767,41310.53029568233,39154.94348241708,41388.52903370807,50590.0
m10,2023-05-01,33249.61780104712,30404.469,36187.36,33535.4954622378,32138.038121559108,38639.199354460725,35312.76174481325,32659.447927452697,33953.78279636739,37780.0
m10,2023-06-01,27033.63786213786,29451.64,34201.24,31455.192484992855,29851.911468238734,36322.55506774865,32744.21355433825,29566.164720008874,31253.227571060954,31373.0
m10,2023-07-01,27033.63786213786,28208.91,34884.68,29533.975744342144,27068.270229191545,34464.59414680601,29684.191808762556,27224.6208473876,30020.54671262105,32064.0
m10,2023-08-01,33249.61780104712,30490.006,36990.8,33622.72251105015,29342.891826913157,37365.123752610845,31675.280848390757,29431.24614206537,32309.655838064107,32145.0
m10,2023-09-01,33249.61780104712,36679.773,41054.64,40866.21265072613,37007.13433291986,47232.839987828025,39459.33836802393,35991.84130778778,38909.42070050103,40353.0
m10,2023-10-01,33249.61780104712,38517.67,38814.52,37294.43430950512,35311.56279999187,42405.24027512949,38413.40469856818,34979.982146136426,37673.07666518362,38108.0
m10,2023-11-01,33249.61780104712,42605.176,38982.2,41500.019742297496,38818.13753157572,47283.68212854407,42117.50677985512,37731.23896579386,41677.22889687514,44751.0
m100,2022-12-01,11421.100528447058,11361.218,7515.2,10029.472066267286,8811.486972227143,11933.02588835371,8970.155022400915,8996.016963956934,7540.988934058846,11784.0
m100,2023-01-01,4531.217752181726,4453.1294,4415.44,3845.820265435692,4822.86889973947,3897.908520963362,5394.409096472087,4209.147203342123,4149.325963685941,4556.0
m100,2023-02-01,2123.691167621578,2832.4321,3862.12,2636.462873076656,3378.777634911297,3076.968791943341,3835.3428536721235,3318.771681226541,3003.221060295002,2710.0
m100,2023-03-01,4531.217752181726,3736.821,4129.72,3860.7626065747168,3317.698823365673,3864.5507177229138,3623.5290947126596,3483.480025609391,3418.914542510204,3434.0
m100,2023-04-01,4531.217752181726,3904.873,4655.52,3845.2736050275944,3414.2369808095054,3937.8900746797867,3659.004392449845,3794.518135723519,3357.597399925265,3817.0
m100,2023-05-01,2123.691167621578,2881.607,5344.98,3276.454050076375,3041.9428717735086,3535.445653828872,3272.7689447598823,3222.775742651768,3153.5630078359245,3214.0
m100,2023-06-01,7473.161880544075,7854.254,8426.36,8421.959277612123,5412.77977088532,8908.684116361144,5621.543275076442,4913.385470011181,5950.532276838011,8949.0
m100,2023-07-01,16296.81013053168,14489.908,9805.68,13139.459441836483,11207.81602562476,12880.707784660503,11622.435869254456,12427.959487945802,11047.032640113772,12482.0
m100,2023-08-01,4531.217752181726,4903.7812,4936.9,5061.351695550869,6012.977329011062,4937.119619187157,6931.9131117443,4848.486342318484,4743.434128386917,7061.0
m100,2023-09-01,2123.691167621578,2832.4321,4684.02,3288.227988738932,3797.7229687272124,3115.399222913594,4537.128175873747,3502.4705372465446,3143.5428401512354,3418.0
m100,2023-10-01,2123.691167621578,2660.1636,4437.72,2847.9282086651583,3063.1718372882005,2974.092241276935,3565.0081947628687,3128.334742525679,3008.743459255503,2524.0
m100,2023-11-01,2123.691167621578,2778.8013,4683.46,2972.4714094583846,2806.292819210795,3052.6483639745393,3159.005082642678,3038.9599808779353,3085.771369040014,2808.0
m101,2022-12-01,4531.217752181726,4608.6406,3784.74,4632.528433941392,4132.487581794129,5276.309962343921,4357.487881740017,4316.703384684619,4367.096643908332,4851.0
m101,2023-01-01,2123.691167621578,2832.4321,3177.22,3228.3656038167187,3075.271062931147,3704.7364867701153,3366.452586261127,2951.9695720180516,3061.0097983028954,3366.0
m101,2023-02-01,2123.691167621578,2778.8013,3284.32,2934.7665537898124,2796.9519926570997,3586.625861709767,3045.3554822653136,2949.400731127348,2913.336108952279,3254.0
m101,2023-03-01,4531.217752181726,3921.2832,3450.78,3642.019840368176,3193.3874856757275,4259.79961317304,3409.2115332513304,3174.17471828173,3316.1355521887535,3641.0
m101,2023-04-01,2123.691167621578,2881.607,3164.02,3308.378029867914,3011.6492194565917,4005.1305580652306,3246.7205642232016,3109.1753151955995,3241.5510872076725,3492.0
m101,2023-05-01,2123.691167621578,2827.975,3221.74,3183.984700330529,2823.7205605598233,3906.610506013934,3056.1726687568575,2934.7182514038927,2958.0578224068236,3269.0
m101,2023-06-01,4531.217752181726,4286.554,3789.78,4302.284721389338,3627.012083996753,4980.800208117977,3852.206420942764,3531.1200242982004,4309.209939506275,4757.0
m101,2023-07-01,4531.217752181726,5063.8867,4319.76,5479.621393966285,4805.551829766089,6239.904207120217,5098.131779848128,4949.431306341063,5503.659618075152,7059.0
m101,2023-08-01,4531.217752181726,5107.0547,3966.42,5340.408946363087,5082.368577683974,6039.919246211458,5498.323644433964,5187.190809324553,5457.511965070701,7205.0
