unique_id,ds,y,is_anomaly
M1,1994-09-30,1560.0,0
M1,1994-10-31,1440.0,0
M1,1994-11-30,240.0,0
M1,1994-12-31,1800.0,0
M1,1995-01-31,4680.0,0
M1,1995-02-28,1800.0,0
M1,1995-03-31,1680.0,0
M1,1995-04-30,3720.0,0
M1,1995-05-31,2160.0,0
M1,1995-06-30,480.0,0
M1,1995-07-31,2040.0,0
M1,1995-08-31,1440.0,0
M10,1994-09-30,4540.0,0
M10,1994-10-31,2900.0,0
M10,1994-11-30,4500.0,0
M10,1994-12-31,3540.0,0
M10,1995-01-31,3840.0,0
M10,1995-02-28,4080.0,0
M10,1995-03-31,3620.0,0
M10,1995-04-30,3820.0,0
M10,1995-05-31,4880.0,0
M10,1995-06-30,2800.0,0
M10,1995-07-31,3640.0,0
M10,1995-08-31,4100.0,0
M100,1994-10-31,5090.0,0
M100,1994-11-30,5520.0,0
M100,1994-12-31,6180.0,0
M100,1995-01-31,6620.0,0
M100,1995-02-28,5510.0,0
M100,1995-03-31,5410.0,0
M100,1995-04-30,4810.0,0
M100,1995-05-31,4840.0,0
M100,1995-06-30,5960.0,0
M100,1995-07-31,4860.0,0
M100,1995-08-31,5050.0,0
M100,1995-09-30,4360.0,0
M1000,1993-03-31,4625.6,0
M1000,1993-04-30,4668.2,0
M1000,1993-05-31,4598.0,0
M1000,1993-06-30,4619.4,0
M1000,1993-07-31,4640.4,0
M1000,1993-08-31,4656.0,0
M1000,1993-09-30,4665.8,0
M1000,1993-10-31,4687.4,0
M1000,1993-11-30,4695.4,0
M1000,1993-12-31,4669.4,0
M1000,1994-01-31,4669.8,0
M1000,1994-02-28,4663.6,0
M1001,1993-03-31,6723.3,0
M1001,1993-04-30,6830.8,0
M1001,1993-05-31,6790.2,0
M1001,1993-06-30,6766.0,0
M1001,1993-07-31,6777.5,0
M1001,1993-08-31,6783.0,0
M1001,1993-09-30,6730.0,0
M1001,1993-10-31,6697.3,0
M1001,1993-11-30,6645.5,0
M1001,1993-12-31,6590.9,0
M1001,1994-01-31,6595.3,0
M1001,1994-02-28,6646.9,0
M1002,1993-03-31,5878.6,0
M1002,1993-04-30,5966.0,0
M1002,1993-05-31,5997.0,0
M1002,1993-06-30,6035.2,0
M1002,1993-07-31,6081.6,0
M1002,1993-08-31,6122.2,0
M1002,1993-09-30,6101.2,0
M1002,1993-10-31,6116.0,0
M1002,1993-11-30,6108.4,0
M1002,1993-12-31,6081.0,0
M1002,1994-01-31,6123.2,0
M1002,1994-02-28,6145.0,0
M1003,1993-03-31,5913.6,0
M1003,1993-04-30,5955.1,0
M1003,1993-05-31,5959.8,0
M1003,1993-06-30,5955.7,0
M1003,1993-07-31,5919.7,0
M1003,1993-08-31,5895.3,0
M1003,1993-09-30,5867.3,0
M1003,1993-10-31,5833.3,0
M1003,1993-11-30,5820.0,0
M1003,1993-12-31,5765.9,0
M1003,1994-01-31,5724.8,0
M1003,1994-02-28,5755.3,0
M1004,1993-03-31,6166.0,0
M1004,1993-04-30,6215.0,0
M1004,1993-05-31,6204.0,0
M1004,1993-06-30,6206.0,0
M1004,1993-07-31,6120.0,0
M1004,1993-08-31,6185.0,0
