unique_id,ds,DT,RF,KNN,LGBl,Ridge,Lasso,Elastic-net,XGB,LGB,y
Q1,1993-03-31,5725.071237054083,5648.704,5554.553799999999,5581.826339328995,5593.494145108802,5517.461560072863,5519.234672517874,5451.872253904568,5451.789029051225,5531.5
Q1,1993-06-30,5725.071237054083,5694.8667,5561.3315999999995,5656.378315549234,5665.033808251473,5567.240114958547,5567.443950428522,5452.257782293808,5463.51311920907,5670.6
Q1,1993-09-30,5725.071237054083,5705.2026,5570.1846000000005,5658.442256887352,5672.173274952996,5576.676968862044,5572.268586726272,5452.69369334196,5439.7823688946755,5730.0
Q1,1993-12-31,5725.071237054083,5705.2026,5558.3256,5712.493677888374,5704.103915353599,5614.452088966011,5604.804845290266,5442.6683010957095,5449.213815064053,5798.45
Q1,1994-03-31,6111.6825983146,5715.3364,5584.798199999999,5763.346749029466,5718.787093440695,5602.332792997217,5597.413487813244,5397.835652568494,5484.790254274294,5809.05
Q1,1994-06-30,6111.6825983146,5756.4204,5620.8423999999995,5810.10673692148,5769.58293239947,5652.691344931431,5646.869901613797,5420.557415903631,5484.549447142448,5707.05
Q1,1994-09-30,6111.6825983146,5756.4204,5635.83,5813.687796971623,5810.93655377361,5660.853210917916,5650.431235853215,5397.571433921878,5498.209542603886,5661.75
Q1,1994-12-31,6111.6825983146,5756.4204,5653.910400000001,5876.378352397351,5859.897371368178,5702.769249350763,5684.70383340132,5393.981913424141,5479.53178525074,6176.6
Q10,1993-03-31,6788.941768292674,6823.5063,6871.640800000001,6789.7610396469945,6820.705367731987,6799.556794738347,6798.067847797811,6662.916202438483,6894.4693206029715,6729.34
Q10,1993-06-30,6788.941768292674,6812.5938,6888.0764,6776.400876340248,6835.726623445117,6717.220718948592,6715.0109019351585,6545.8140726932015,6882.0279201443755,6675.46
Q10,1993-09-30,6788.941768292674,6835.0435,6967.721600000001,6873.403674639908,6959.947341344005,6865.631371417611,6860.281368922481,6700.372322412686,7094.561422991406,7142.94
