unique_id,ds,DT,RF,KNN,LGBl,Ridge,Lasso,Elastic-net,XGB,LGB,y
q1,2022-01-01,2508.6835787686114,7133.3145,8399.580144,7592.957134802501,9266.253865895358,7221.4888121375425,10277.841836330563,7936.620029622924,7946.379180702119,6915.52
q1,2022-04-01,2508.6835787686114,5606.294,6595.056188,5994.741999091842,5949.630245888619,5531.664772981443,5627.263273821591,6125.768645668334,5940.627689946793,5696.01
q1,2022-07-01,2508.6835787686114,10710.752,9483.707862,9528.974541224541,8543.189580845687,9428.679322658432,7558.071787825315,9143.6199537775,9437.368684813884,9507.025
q1,2022-10-01,18734.97929936994,19594.188,16261.792893999998,17794.33225947606,16604.627620283354,16996.987398547644,17164.726188011384,15914.733789684602,16221.784868881026,17469.63
q1,2023-01-01,2508.6835787686114,7133.3145,9098.583336,8361.241733258774,10544.917902731157,7339.667039836735,12914.634324244367,8134.046198448744,8850.203245816576,7672.665
q1,2023-04-01,2508.6835787686114,5978.1396,7886.269987999999,6567.621496051659,6439.001682076825,5630.212110445356,6640.14227751998,6680.5178901825,6384.720098186385,6407.285
q1,2023-07-01,2508.6835787686114,11650.406,9309.298084,9999.774840937247,8275.022155101624,9610.326586934421,6438.964804845076,9557.686323370288,9535.01383246303,10330.3
q1,2023-10-01,18734.97929936994,19910.896,15950.633082,18618.23288370738,16378.134251217802,17349.13247277219,16792.263961234607,15129.406113509416,15703.72040318077,6995.05
q10,2022-01-01,79494.4829612221,76618.13,80523.62,80448.24832485095,78362.2287170817,78484.92009896664,78609.3799741428,76386.28854044263,75086.85438224468,86979.0
q10,2022-04-01,79494.4829612221,86914.914,75653.5,91662.47915374313,71324.57440339803,113338.32170486645,81736.23603302428,74627.3781673993,92530.72949119481,104594.0
q10,2022-07-01,79494.4829612221,90783.87,81527.56,84917.55905057497,79086.0038400857,101930.80774019123,89591.28365797002,81307.45584081272,86266.19215949609,83742.0
q10,2022-10-01,79494.4829612221,98856.31,86597.22,96244.5690198104,91342.89149870806,119016.30120383947,107287.8836035139,91160.40417939128,95325.38290952072,115734.0
q10,2023-01-01,79494.4829612221,76213.47,77209.98,77864.97752869017,76295.97489065344,96471.93291630967,94303.28985625743,76865.80380634435,77220.06847653756,99216.0
q10,2023-04-01,79494.4829612221,94378.74,82505.22,89529.7204730878,78395.22187119108,139463.97094752963,93856.8767068506,81331.10187887617,91695.9713725794,136031.0
q10,2023-07-01,79494.4829612221,94378.74,84169.64,82616.41144484788,81228.20075645648,125562.97661915183,95892.20513125362,82423.4178388789,89354.49937115605,95582.0
q10,2023-10-01,79494.4829612221,98856.31,88904.52,96566.25577559324,94920.32311915599,146768.6425713977,114244.39244790927,90689.501063765,95342.0191680984,123212.0
q100,2022-01-01,41728.25319602796,32699.803,29901.1,32516.369184905332,28583.08499984734,36309.55536794439,29203.65207653831,28291.106462142612,30130.881572291175,35317.0
q100,2022-04-01,41728.25319602796,34158.06,32684.8,35529.118685160385,33651.09068424398,37290.316317523895,34962.783989747084,32974.98292035711,32180.394652056922,35657.0
q100,2022-07-01,41728.25319602796,32915.008,34210.54,34860.65715137823,32718.404030110647,38280.20029632521,35820.55680847493,32009.37860052732,33432.57600041111,32673.0
q100,2022-10-01,18734.97929936994,22311.191,26624.36,24897.82561418425,23485.00194761102,27128.26036484935,25263.38889252266,23741.977367579428,24946.984424470917,26161.0
q100,2023-01-01,41728.25319602796,34135.305,31786.4,34834.12004002668,28622.482030795818,42936.87979283786,28911.841355514596,28260.53052103868,29553.212421795648,34036.0
q100,2023-04-01,41728.25319602796,34350.51,33789.34,36778.388114926995,33204.31937388303,44115.9727252043,35671.71801714735,31351.14352802353,31325.271843761137,40744.0
q100,2023-07-01,41728.25319602796,34720.902,35434.4,35855.71602178658,34054.489029494434,45306.888478472145,39267.82562857057,31381.776026927204,33392.23146847339,36207.0
q100,2023-10-01,18734.97929936994,22767.395,30659.12,26053.695215905565,25192.644546169096,32122.030935880663,28543.131599429646,25038.82732086826,26348.408818146494,29173.0
q101,2022-01-01,607027.6974193548,657736.0,650326.4,713937.1792324402,636001.0695175678,710036.1554977938,643359.1465676746,666809.1202829927,675950.6911575248,711690.0
q101,2022-04-01,808341.9056603773,970212.44,711169.14,856105.1598678243,816276.9048029648,890531.3009398481,858532.0177402057,786776.0582114204,817875.5106344932,845748.0
q101,2022-07-01,808341.9056603773,943230.9,685047.42,817552.4766059796,782583.0426658991,854867.4135055518,873011.6043073051,770152.4846054508,810520.6994993181,747661.0
q101,2022-10-01,607027.6974193548,759241.1,652639.16,640932.9696994552,628444.4983768611,664623.7967927253,690144.9625286395,642655.1082429143,653119.6149350521,589977.0
q101,2023-01-01,607027.6974193548,665786.75,662992.78,761143.9694833072,636815.8622303501,774587.2562490774,656731.429259608,672650.1469966631,687923.5417333889,664370.0
q101,2023-04-01,808341.9056603773,970212.44,692999.24,872873.5040470873,808111.9179534741,972292.7363765753,869486.1862889763,775853.9718401318,804341.6846765964,884486.0
q101,2023-07-01,808341.9056603773,991371.0,681233.82,906088.3696258616,817834.9481616501,934124.140708865,951615.951886412,765378.9495427618,826581.1898746679,752682.0
q101,2023-10-01,607027.6974193548,958174.1,647741.54,711224.8743818975,664864.4124244704,726841.492847055,773719.6944232576,657909.7922562067,697281.6498400486,594550.0
q102,2022-01-01,79494.4829612221,72649.97,69609.76,75646.86032072523,69991.12057515599,76591.63262006389,77804.3633632923,67305.89390628821,74490.24599875028,75349.0
q102,2022-04-01,79494.4829612221,81130.234,78613.3,84325.38712452292,80486.35274711164,86364.25881105792,92414.44397627984,79403.16182246378,81391.63690707526,82003.0
q102,2022-07-01,79494.4829612221,59743.094,67121.8,61950.55733925432,59524.719256989985,62348.716226404336,70245.3946264478,59120.006278618595,62214.35986035137,53356.0
q102,2022-10-01,79494.4829612221,75118.81,70768.72,71054.42658774082,67980.85421243013,74911.53951489956,75033.05430043713,68224.49570261069,68645.32859824752,70030.0
q102,2023-01-01,79494.4829612221,76491.38,70936.84,78441.95426578666,70719.62808540155,80874.40611610089,82090.10720852812,69998.07520614879,72354.42148605651,72066.0
q102,2023-04-01,79494.4829612221,81130.234,77277.68,85888.06806421792,81621.09652019445,91293.06107823986,99704.61481923667,80949.67802274994,80531.03071919389,83143.0
q102,2023-07-01,79494.4829612221,60615.484,70753.26,64663.54298057566,63169.198025760765,65978.93740520708,79960.13577509037,62684.729367016414,63456.04815915604,55325.0
q102,2023-10-01,79494.4829612221,75118.81,72352.72,72001.17573229462,68432.82832807773,79359.77643587162,78569.84986781233,69316.30590961387,68269.35117871845,78124.0
q103,2022-01-01,2508.6835787686114,10710.752,9219.72,9069.423190756203,8614.803394650795,8689.903058629041,8470.5299842782,8519.292770410868,8357.352587484429,8524.0
q103,2022-04-01,2508.6835787686114,11324.121,9680.76,9915.58703916003,9914.789202287799,8607.036800104046,10055.040887970594,9951.704652356915,9465.405491851681,9005.0
q103,2022-07-01,2508.6835787686114,10604.814,9368.78,9281.466741349948,9315.296377438297,8362.767718629648,9889.53175196738,9677.47437754612,9319.802779715055,8279.0
q103,2022-10-01,2508.6835787686114,6424.6094,8183.66,6720.801362372785,6605.4454799770565,5546.772007490373,6549.651959952532,7014.188601243969,6552.604014617516,6399.0
