unique_id,ds,RWD,SeasonalNaive,AutoETS,AutoARIMA,AutoTheta,SESOpt,CrostonOptimized,WindowAverage,y
q1,2022-01-01,16990.787,7145.835,7251.2163,7210.778,6612.0273,9753.96,9753.96,9446.633,6915.52
q1,2022-04-01,17234.393,5465.9155,5653.0947,5493.699,5283.849,9753.96,9753.96,9446.633,5696.01
q1,2022-07-01,17477.996,9303.35,9260.098,9315.236,9218.566,9753.96,9753.96,9446.633,9507.025
q1,2022-10-01,17721.602,16747.184,16847.383,16752.27,17824.291,9753.96,9753.96,9446.633,17469.63
q1,2023-01-01,17965.205,7145.835,7334.7563,7212.9536,6726.7163,9753.96,9753.96,9446.633,7672.665
q1,2023-04-01,18208.809,5465.9155,5736.635,5494.63,5375.105,9753.96,9753.96,9446.633,6407.285
q1,2023-07-01,18452.414,9303.35,9343.639,9315.635,9377.093,9753.96,9753.96,9446.633,10330.3
q1,2023-10-01,18696.018,16747.184,16930.922,16752.44,18129.492,9753.96,9753.96,9446.633,6995.05
q10,2022-01-01,97894.32,64129.0,73224.195,86264.95,73943.9,83756.86,82931.055,71366.625,86979.0
q10,2022-04-01,98857.63,92507.0,96537.13,98961.945,110148.07,83756.86,82931.055,71366.625,104594.0
q10,2022-07-01,99820.95,83106.0,88351.44,94394.805,85538.78,83756.86,82931.055,71366.625,83742.0
q10,2022-10-01,100784.266,96931.0,95863.23,99934.72,95148.414,83756.86,82931.055,71366.625,115734.0
q10,2023-01-01,101747.586,64129.0,76079.99,95827.0,76228.766,83756.86,82931.055,71366.625,99216.0
q10,2023-04-01,102710.9,92507.0,100265.8,100524.96,113525.55,83756.86,82931.055,71366.625,136031.0
q10,2023-07-01,103674.22,83106.0,91731.3,98820.11,88141.7,83756.86,82931.055,71366.625,95582.0
q10,2023-10-01,104637.53,96931.0,99495.71,100843.11,98021.9,83756.86,82931.055,71366.625,123212.0
q100,2022-01-01,23101.336,30759.0,31892.951,31831.441,26710.865,27615.244,27615.244,28271.625,35317.0
q100,2022-04-01,23251.674,31576.0,34489.293,33694.008,35715.664,27615.244,27615.244,28271.625,35657.0
q100,2022-07-01,23402.01,32400.0,31653.006,32026.617,32745.367,27615.244,27615.244,28271.625,32673.0
q100,2022-10-01,23552.346,22951.0,22994.25,22579.393,23574.682,27615.244,27615.244,28271.625,26161.0
q100,2023-01-01,23702.684,30759.0,31892.951,31820.137,27503.281,27615.244,27615.244,28271.625,34036.0
q100,2023-04-01,23853.02,31576.0,34489.293,33357.914,36767.418,27615.244,27615.244,28271.625,40744.0
q100,2023-07-01,24003.355,32400.0,31653.006,32179.96,33702.605,27615.244,27615.244,28271.625,36207.0
q100,2023-10-01,24153.693,22951.0,22994.25,22701.297,24258.834,27615.244,27615.244,28271.625,29173.0
q101,2022-01-01,614843.0,653014.0,684005.0,691237.56,681741.9,685896.8,684177.6,683620.0,711690.0
q101,2022-04-01,619946.94,818339.0,881481.06,856515.0,869365.4,685896.8,684177.6,683620.0,845748.0
q101,2022-07-01,625050.94,784919.0,776781.44,754976.06,770289.94,685896.8,684177.6,683620.0,747661.0
q101,2022-10-01,630154.94,609739.0,643910.2,607118.56,641024.6,685896.8,684177.6,683620.0,589977.0
q101,2023-01-01,635258.9,653014.0,712346.0,686598.8,705912.0,685896.8,684177.6,683620.0,664370.0
q101,2023-04-01,640362.9,818339.0,917629.8,847585.9,899916.6,685896.8,684177.6,683620.0,884486.0
q101,2023-07-01,645466.9,784919.0,808313.3,773625.25,797123.75,685896.8,684177.6,683620.0,752682.0
q101,2023-10-01,650570.8,609739.0,669785.75,611740.3,663162.5,685896.8,684177.6,683620.0,594550.0
q102,2022-01-01,71600.64,72853.0,72059.79,69805.48,77144.48,67032.79,67032.79,66529.5,75349.0
q102,2022-04-01,72179.29,82059.0,82162.58,78270.56,85938.55,67032.79,67032.79,66529.5,82003.0
q102,2022-07-01,72757.93,59176.0,59284.027,53397.297,52472.316,67032.79,67032.79,66529.5,53356.0
q102,2022-10-01,73336.58,71022.0,73323.96,66309.96,77858.22,67032.79,67032.79,66529.5,70030.0
q102,2023-01-01,73915.22,72853.0,73728.53,65973.46,79373.82,67032.79,67032.79,66529.5,72066.0
q102,2023-04-01,74493.86,82059.0,83831.31,75787.48,88404.21,67032.79,67032.79,66529.5,83143.0
q102,2023-07-01,75072.51,59176.0,60952.766,51866.598,53967.074,67032.79,67032.79,66529.5,55325.0
q102,2023-10-01,75651.15,71022.0,74992.695,65394.45,80060.46,67032.79,67032.79,66529.5,78124.0
q103,2022-01-01,6106.2476,9505.0,9298.886,9293.256,9356.475,7985.633,7986.733,8568.125,8524.0
q103,2022-04-01,6163.495,9405.0,11228.962,10546.91,11417.23,7985.633,7986.733,8568.125,9005.0
q103,2022-07-01,6220.7427,9129.0,8975.872,9531.735,8898.678,7985.633,7986.733,8568.125,8279.0
q103,2022-10-01,6277.99,6049.0,6209.748,7224.088,6382.281,7985.633,7986.733,8568.125,6399.0
q103,2023-01-01,6335.238,9505.0,9542.685,9854.565,9714.906,7985.633,7986.733,8568.125,9123.0
q103,2023-04-01,6392.4854,9405.0,11521.445,11108.22,11850.457,7985.633,7986.733,8568.125,9843.0
q103,2023-07-01,6449.7324,9129.0,9208.156,10093.045,9233.165,7985.633,7986.733,8568.125,9015.0
q103,2023-10-01,6506.98,6049.0,6369.4155,7785.3975,6619.9478,7985.633,7986.733,8568.125,6083.0
