unique_id,ds,y,is_anomaly
m1,2022-12-01,6857.8,0
m1,2023-01-01,4346.09,0
m1,2023-02-01,3154.73,0
m1,2023-03-01,2142.21,0
m1,2023-04-01,2375.725,0
m1,2023-05-01,1981.11,0
m1,2023-06-01,1959.865,0
m1,2023-07-01,2466.31,0
m1,2023-08-01,2851.715,0
m1,2023-09-01,3671.805,0
m1,2023-10-01,3806.78,0
m1,2023-11-01,6995.05,1
m10,2022-12-01,28043.0,0
m10,2023-01-01,31437.0,0
m10,2023-02-01,39736.0,0
m10,2023-03-01,47661.0,0
m10,2023-04-01,50590.0,0
m10,2023-05-01,37780.0,0
m10,2023-06-01,31373.0,0
m10,2023-07-01,32064.0,0
m10,2023-08-01,32145.0,0
m10,2023-09-01,40353.0,0
m10,2023-10-01,38108.0,0
m10,2023-11-01,44751.0,0
m100,2022-12-01,11784.0,0
m100,2023-01-01,4556.0,0
m100,2023-02-01,2710.0,0
m100,2023-03-01,3434.0,0
m100,2023-04-01,3817.0,0
m100,2023-05-01,3214.0,0
m100,2023-06-01,8949.0,0
m100,2023-07-01,12482.0,0
m100,2023-08-01,7061.0,0
m100,2023-09-01,3418.0,0
m100,2023-10-01,2524.0,0
m100,2023-11-01,2808.0,0
m101,2022-12-01,4851.0,0
m101,2023-01-01,3366.0,0
m101,2023-02-01,3254.0,0
m101,2023-03-01,3641.0,0
m101,2023-04-01,3492.0,0
m101,2023-05-01,3269.0,0
m101,2023-06-01,4757.0,0
m101,2023-07-01,7059.0,1
m101,2023-08-01,7205.0,1
m101,2023-09-01,4476.0,1
m101,2023-10-01,4941.0,0
m101,2023-11-01,4150.0,0
m102,2022-12-01,11561.0,0
m102,2023-01-01,3552.0,0
m102,2023-02-01,2836.0,0
m102,2023-03-01,2939.0,0
m102,2023-04-01,3317.0,0
m102,2023-05-01,2978.0,0
m102,2023-06-01,5930.0,0
m102,2023-07-01,7455.0,0
m102,2023-08-01,4202.0,0
m102,2023-09-01,3501.0,0
m102,2023-10-01,3986.0,0
m102,2023-11-01,9912.0,0
m103,2022-12-01,1318.0,0
m103,2023-01-01,556.0,0
m103,2023-02-01,631.0,0
m103,2023-03-01,637.0,0
m103,2023-04-01,866.0,0
m103,2023-05-01,836.0,0
m103,2023-06-01,1980.0,0
m103,2023-07-01,1729.0,0
m103,2023-08-01,1164.0,0
m103,2023-09-01,824.0,0
m103,2023-10-01,735.0,0
m103,2023-11-01,589.0,0
m104,2022-12-01,3566.0,0
m104,2023-01-01,2621.0,0
m104,2023-02-01,2637.0,0
m104,2023-03-01,2847.0,0
m104,2023-04-01,3423.0,0
m104,2023-05-01,4042.0,0
m104,2023-06-01,4023.0,0
m104,2023-07-01,3660.0,0
m104,2023-08-01,3676.0,0
m104,2023-09-01,2644.0,0
m104,2023-10-01,1816.0,0
m104,2023-11-01,2138.0,0
m105,2022-12-01,2494.0,0
m105,2023-01-01,1425.0,0
m105,2023-02-01,1595.0,0
m105,2023-03-01,1394.0,0
m105,2023-04-01,926.0,0
m105,2023-05-01,816.0,0
m105,2023-06-01,1689.0,0
m105,2023-07-01,2588.0,0
m105,2023-08-01,1314.0,0
m105,2023-09-01,771.0,0
m105,2023-10-01,648.0,0
m105,2023-11-01,1001.0,0
m106,2022-12-01,6686.0,0
m106,2023-01-01,4354.0,0
m106,2023-02-01,5670.0,0
m106,2023-03-01,5245.0,0
m106,2023-04-01,4416.0,0
m106,2023-05-01,5085.0,0
m106,2023-06-01,6891.0,0
m106,2023-07-01,6200.0,0
m106,2023-08-01,6683.0,0
m106,2023-09-01,3548.0,0
m106,2023-10-01,2708.0,0
m106,2023-11-01,3847.0,0
m107,2022-12-01,7962.0,0
m107,2023-01-01,5137.0,0
m107,2023-02-01,5254.0,0
m107,2023-03-01,5755.0,0
m107,2023-04-01,5296.0,0
m107,2023-05-01,5616.0,0
m107,2023-06-01,7916.0,0
m107,2023-07-01,7325.0,0
m107,2023-08-01,7465.0,0
m107,2023-09-01,5943.0,0
m107,2023-10-01,5517.0,0
m107,2023-11-01,5346.0,0
m108,2022-12-01,96840.0,0
m108,2023-01-01,51941.0,0
m108,2023-02-01,52044.0,0
m108,2023-03-01,55007.0,0
m108,2023-04-01,51657.0,0
m108,2023-05-01,52143.0,0
m108,2023-06-01,82604.0,0
m108,2023-07-01,91657.0,0
m108,2023-08-01,71340.0,0
m108,2023-09-01,55006.0,0
m108,2023-10-01,48865.0,0
m108,2023-11-01,58648.0,0
m109,2022-12-01,700.0,0
m109,2023-01-01,1200.0,0
m109,2023-02-01,800.0,0
m109,2023-03-01,600.0,0
m109,2023-04-01,1500.0,0
m109,2023-05-01,900.0,0
m109,2023-06-01,400.0,0
m109,2023-07-01,800.0,0
m109,2023-08-01,400.0,0
m109,2023-09-01,600.0,0
m109,2023-10-01,700.0,0
